"Sektor","Industri","Model","Beskrivelse","installer","state","bug","spesificity","usage","scope","applications","nationality","recommeded","documentation","language"
"Biosphere¶","Climate and Earth Modeling¶","The Global Environmental Multiscale Model","The Global Environmental Multiscale Model - An integrated forecasting and data assimilation system developed by the Atmospheric Numerical Prediction Research Section, Meteorological Research Division, of Environment and Climate Change Canada.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","ClimateMachine.jl","ClimateMachine.jl - Climate Machine: an Earth System Model that automatically learns from data.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","atlas","atlas - A library for numerical weather prediction and climate modeling.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","MOM6","MOM6 - A numerical representation of the ocean fluid with applications from the process scale to the planetary circulation scale.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","MOM5","MOM5 - A numerical ocean model based on the hydrostatic primitive equations. Development of the model is managed through this GitHub site.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","hector","hector - An open source, object-oriented, simple global climate carbon-cycle model.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","pyhector","pyhector - Python interface for the simple global climate carbon-cycle model Hector.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","Apache Open Climate Workbench","Apache Open Climate Workbench - An effort to develop software that performs climate model evaluations using model outputs from a variety of different sources.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","NorESM","NorESM - Norwegian Earth System Model and Documentation.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","CliMT","CliMT - A Toolkit for building Earth system models in Python.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","climlab","climlab - Python package for process-oriented climate modeling.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","FAIR","FAIR - Finite Amplitude Impulse-Response simple climate-carbon-cycle model.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","CLIMADA","CLIMADA - Stands for CLIMate ADAptation and is a probabilistic natural catastrophe impact model, that also calculates averted damage (benefit) thanks to adaptation measures of any kind (from grey to green infrastructure, behavioural, etc.).","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","ClimateMARGO.jl","ClimateMARGO.jl - A Julia implementation of MARGO, an idealized framework for optimization of climate change control strategies.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","ClimateTools.jl","ClimateTools.jl - A collection of commonly-used tools in climate science. Basics of climate field analysis are covered, with some forays into exploratory techniques associated with climate scenarios design.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","MetSim","MetSim - A meteorological simulator and forcing disaggregator for hydrologic modeling and climate applications.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","MimiFUND.jl","MimiFUND.jl - Climate Framework for Uncertainty, Negotiation and Distribution.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","DICE.jl","DICE.jl - The Dynamic Integrated model of Climate and the Economy model family are a popular and capable type of simple Integrated Assessment Model of climate-change economics pioneered by William Nordhaus.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","LPJmL","LPJmL - A process-based model that simulates climate and land-use change impacts on the terrestrial biosphere, the water and carbon cycle and on agricultural production.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","ipcc_sr15_scenario_analysis","ipcc_sr15_scenario_analysis - Scenario analysis notebooks for the IPCC Special Report on Global Warming of 1.5°C.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","Raven","Raven - Is made to help scientists run hydrological modeling experiments with climate change projections.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","NEMO","NEMO - A state-of-the-art modeling framework for research activities and forecasting services in ocean and climate sciences, developed in a sustainable way by a European consortium.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","ESMF","ESMF - The Earth System Modeling Framework is a suite of software tools for developing high-performance, multi-component Earth science modeling applications.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","RegESM","RegESM - Regional Earth System Model is designed to be a state-of-art coupled modeling system that allows using variety of different earth system model components as well as their integration with co-processing tool.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","gospl","gospl - Providing a scalable parallelised Python-based numerical model to simulate landscapes and basins reconstruction at global scale.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","gis4wrf","gis4wrf - A free and open source QGIS plug-in to help researchers and practitioners with their Advanced Research Weather Research and Forecasting modeling workflows.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","MPAS","MPAS - The Model for Prediction Across Scales is a collaborative project for developing atmosphere, ocean, and other earth-system simulation components for use in climate, regional climate, and weather studies.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","esmtools","esmtools - A toolbox for Earth System Model analysis.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","Badlands","Badlands - Basin and Landscape Dynamics is a long-term surface evolution model built to simulate landscape development, sediment transport and sedimentary basins formation from upstream regions down to marine environments.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","qgs","qgs - Models the dynamics of a 2-layer quasi-geostrophic channel atmosphere on a beta-plane, coupled to a simple land or shallow-water ocean component.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","pymt","pymt - A Python toolkit for running and coupling Earth surface models.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","Landlab","Landlab - An open source Python package for numerical modeling of Earth surface dynamics.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","Dragonfly for Grasshopper","Dragonfly for Grasshopper - Legacy dragonfly plugin for large-scale climate and urban heat island modeling.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","Juelich Rapid Spectral Simulation Code","Juelich Rapid Spectral Simulation Code - The Juelich Rapid Spectral Simulation Code (JURASSIC) is a fast infrared radiative transfer model for the analysis of atmospheric remote sensing measurements.","","","","","","","","","","",""
"Ecological Footprint¶","Circular Economy and Waste¶","ONEARMY","ONEARMY - A series of tools for the Precious Plastic community to collaborate around the world and tackle plastic waste.","","","","","","","","","","",""
"Ecological Footprint¶","Circular Economy and Waste¶","Trash","Trash-ICRA19 - A Bounding Box Labeled Dataset of Underwater Trash.","","","","","","","","","","",""
"Ecological Footprint¶","Circular Economy and Waste¶","TACO","TACO - Trash Annotations in Context Dataset Toolkit.","","","","","","","","","","",""
"Ecological Footprint¶","Circular Economy and Waste¶","circularity.ID Open Data Standard","circularity.ID Open Data Standard - The standard represents the results and findings of an extensive six-year research into the needs of stakeholders in the fashion industry to achieve a circular economy.","","","","","","","","","","",""
"Ecological Footprint¶","Circular Economy and Waste¶","RecycleNet","RecycleNet - Effective trash classification model using only a small number of annotated images.","","","","","","","","","","",""
"Ecological Footprint¶","Circular Economy and Waste¶","trashnet","trashnet - Dataset of images of trash. Torch-based CNN for garbage image classification.","","","","","","","","","","",""
"Ecological Footprint¶","Circular Economy and Waste¶","OpenLitterMap","OpenLitterMap - An open, interactive and accessible database of the world's litter and plastic pollution.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","impact","impact - Compute your ML model's emissions with our calculator and add the results to your paper with our generated latex template.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","carbon footprint","carbon footprint - Calculate your carbon footprint easily using a command line interface.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","CarbonFootprintEGU","CarbonFootprintEGU - Travel carbon footprint of the European Geosciences Union General Assembly 2019.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","Bloom","Bloom - A SaaS that allow companies to become climate leaders, from calculating their climate impact to communicating about their climate efforts. It connects to as many data sources as possible to assess your carbon footprint and find mitigation opportunities.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","NMF.earth app","NMF.earth app - Understand and reduce your carbon footprint seedling iOS & Android.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","EnergyPATHWAYS","EnergyPATHWAYS - Energy Pathways Model is a professional, open source energy and carbon planning tool for use in evaluating long-term, economy-wide greenhouse gas mitigation scenarios.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","CarbonFootprint","CarbonFootprint - A browser extension that displays carbon footprint information in multiple map services.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","carbontracker","carbontracker - Track and predict the energy consumption and carbon footprint of training deep learning models.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","experiment","experiment-impact-tracker - Meant to be a simple drop-in method to track energy usage, carbon emissions, and compute utilization of your system.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","green","green-ai - The Green AI Standard aims to develop a standard and raise awareness for best environmental practices in AI research and development.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","code","code-carbon - Track emissions from Compute and recommend ways to reduce their impact on the environment.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","Carbonalyser","Carbonalyser - Allows to visualize the electricity consumption and greenhouse gases emissions that your Internet browsing leads to.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","argos","argos - A tool to measure consumption of a given Docker command and see its performance evolution. Argos is able to measure CPU, memory and network usage of Docker containers for a given command. By measuring resource consumption of dockerized E2E tests, Argos allows to compare the consumption of an app between its different versions.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","ecometer","ecometer - Loads websites, compute metrics (from network activity, loaded payloads and the web page), and uses them to assess the website's ecodesign maturity based on a list of best practices.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","patch","patch-node - The road to global carbon-neutrality will be through programmatic compensation.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","co2.js","co2.js - A npm module for accessing the green web API, and estimating the carbon emissions from using digital services.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","blockchain","blockchain-carbon-accounting - Code of the Carbon Accounting and Certification Working Group.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","nvidia","nvidia-co2 - Adds gCO2eq emissions to nvidia-smi.","","","","","","","","","","",""
"Emissions¶","Carbon Footprint¶","footprint","footprint - An R package to calculate carbon footprints from air travel based on IATA airport codes or latitude and longitude.","","","","","","","","","","",""
"Emissions¶","Carbon Capture¶","SimCCS","SimCCS - A software platform for carbon capture and storage infrastructure design.","","","","","","","","","","",""
"Emissions¶","Carbon Capture¶","FOQUS","FOQUS - Framework for Optimization and Quantification of Uncertainty and Surrogates.","","","","","","","","","","",""
"Emissions¶","Carbon Capture¶","Carbon Capture and Storage","Carbon Capture and Storage - This is a complete modeling workflow that integrates reservoir simulation data, rock physics, time-lapse seismic and geomechanics of CO2 injection in carbonate rock.","","","","","","","","","","",""
"Emissions¶","Carbon Capture¶","GEOSX","GEOSX - A simulation framework for modeling coupled flow, transport, and geomechanics in the subsurface.","","","","","","","","","","",""
"Emissions¶","Carbon Capture¶","OpenIAM","OpenIAM - An open source integrated assessment model developed by National Risk Assessment Partnership Phase II to facilitate risk assessment, management and containment assurance for geologic carbon sequestration projects.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","hpxml","hpxml - Home Performance XML is a data transfer standard for the home performance industry.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","HPXML to Home Energy Score Translator","HPXML to Home Energy Score Translator - This translator script takes an HPXML file or directory of files as an input and generates HEScore inputs from it.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","LoadProfileGenerator","LoadProfileGenerator - A program for generating load curves for residential consumers. Agent-based and extremely detailed.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","The","The-building-data-genome-project - A collection of non-residential buildings for performance analysis and algorithm benchmarking.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","VOLTTRON","VOLTTRON - A platform that provides services for collecting and storing data from buildings and devices. It provides an environment for developing applications that interact with data.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","EnergyPlus","EnergyPlus - A whole building energy simulation program that engineers, architects, and researchers use to model both energy consumption and water usage in buildings.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","OpenStudio","OpenStudio - A cross-platform collection of software tools to support whole building energy modeling using EnergyPlus and advanced daylight analysis using Radiance.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","BEMServer","BEMServer - An open source Python server to deploy energy management solutions for buildings.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","SEED","SEED - Standard Energy Efficiency Data Platform™ is a web-based application that helps organizations easily manage data on the energy performance of large groups of buildings.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","HPWHsim","HPWHsim - An open source simulation model for Heat Pump Water Heaters (HPWH).","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","OpenStudio","OpenStudio-ERI - Calculates an Energy Rating Index (ERI) via an OpenStudio/EnergyPlus-based workflow. Building information is provided through an HPXML file.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","OpenStudio","OpenStudio-HPXML - Modeling of residential buildings in EnergyPlus using OpenStudio/HPXML.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","AixLib","AixLib - A Modelica model library for building performance simulations.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","TEASER","TEASER - Tool for Energy Analysis and Simulation for Efficient Retrofit.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","pyCity","pyCity - Python package for data handling and scenario generation of city districts and urban energy systems.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","tespy","tespy - Provides a powerful simulation toolkit for thermal engineering plants such as power plants, district heating systems or heat pumps.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","RC_BuildingSimulator","RC_BuildingSimulator - A Resistance Capacitance Model for an Energetic Simulation of a Building.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","City Energy Analyst","City Energy Analyst - Helps you to analyze the effects of building retrofits, land-use planning, district heating and cooling and renewable energy on the future costs, emissions and energy consumption of neighborhoods and districts.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","The Modelica Buildings","The Modelica Buildings - A free and open source library with dynamic simulation models for building energy and control systems.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","StROBe","StROBe - An open web tool developed at the KU Leuven Building Physics Section to model the pervasive space for residential integrated district energy assessment simulations in the openIDEAS modeling environment.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","NYCBuildingEnergyUse","NYCBuildingEnergyUse - Predict the emission of greenhouse gases from buildings by looking at their age, and water consumption as well as other energy consumption metrics.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","Smart","Smart-Energy-Monitor - The goal is to accurately predict the monthly electricity bill of the household using minimum hardware and by acquiring electrical data at a single location.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","Hotmaps","Hotmaps - The open source mapping and planning tool for heating and cooling.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","BuildSysPro","BuildSysPro - EDF's Modelica library for buildings, districts and energy systems modeling.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","MPCPy","MPCPy - The Python-based open source platform for model predictive control in buildings.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","obc","obc - Performance Evaluation, Specification, Deployment and Verification of Building Control Sequences.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","The Application Domain Extension","The Application Domain Extension - Defines a standardized data model based on CityGML format for urban energy analyses, aiming to be a reference exchange data format between different urban modeling tools and expert databases.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","PLANHEAT Tool","PLANHEAT Tool - A Q-GIS plug-in based on an open source code, whose goal is to analyze, plan and simulate low carbon Heating & Cooling scenarios.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","Energy Signature Analyser","Energy Signature Analyser - A toolbox to analyze energy signatures of buildings and compare the signatures of all buildings within an entire building stock.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","BuildingSystems","BuildingSystems - The Modelica open source BuildingSystems library is developed for dynamic simulation of the energetic behavior of single rooms, buildings and whole districts.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","modelica","modelica-ibpsa - Modelica library for building and district energy systems developed within IBPSA Project 1.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","project1","project1 - Creates open source software that builds the basis of next generation computing tools for the design and operation of building and district energy and control systems.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","teb","teb - A library to calculate the urban surface energy balance at neighborhood scale assuming a simplified canyon geometry.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","tsib","tsib - A Python package that builds up on different databases and models for creating consistent demand and production time series of residential buildings.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","DHNx","DHNx - This package provides an open toolbox for district heating and cooling network optimization and simulation models.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","The Building Data Genome 2 Data","The Building Data Genome 2 Data-Set - Whole building non-residential hourly energy meter data from the Great Energy Predictor III competition.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","BESOS","BESOS - A collection of modules for the simulation and optimization of buildings and urban energy systems.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","pythermalcomfort","pythermalcomfort - Package to calculate several thermal comfort indices (e.g. PMV, PPD, SET, adaptive) and convert physical variables.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","comfort_tool","comfort_tool - A web interface for comfort model calculations and visualizations according to ASHRAE Standard-55, EN Standard 16798 and ISO Standard 7730.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","resstock","resstock - Helping states, municipalities, utilities, and manufacturers identify which building stock improvements save the most energy and money.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","DSMR","DSMR-reader - Used for reading the smart meter DSMR (Dutch Smart Meter Requirements) P1 port yourself at your home.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","Multiscale Solar Water Heating","Multiscale Solar Water Heating - Solar water heating system modeling and simulation for individual and community scale projects.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","eplusr","eplusr - Provides a rich toolkit of using whole building energy simulation program EnergyPlus directly in R, which enables programmatic navigation, modification of EnergyPlus, conducts parametric simulations and retrieves outputs.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","Brick","Brick - Brick is an open-source effort to standardize semantic descriptions of the physical, logical and virtual assets in buildings and the relationships between them.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","gbXML","gbXML - Green Building XML (gbXML) is the language of buildings, allowing disparate building design software tools to all communicate with one another.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Buildings and Cities¶","BETTER","BETTER - Building Efficiency Targeting Tool for Energy Retrofits.","","","","","","","","","","",""
"Renewable Energy¶","Bioenergy¶","biogas","biogas - Tools for biogas research in R: process biogas data and predict biogas production.","","","","","","","","","","",""
"Renewable Energy¶","Bioenergy¶","biosteam","biosteam - The Biorefinery Simulation and Techno-Economic Analysis Modules.","","","","","","","","","","",""
"Renewable Energy¶","Bioenergy¶","Multiscale_Ulva","Multiscale_Ulva - Is a multi-reactor, algae farm, simulation base function that will be solved in time.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","foxBMS","foxBMS - A free, open and flexible development environment to design battery management systems. It is the first modular open source BMS development platform.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","impedance.py","impedance.py - A Python package for working with electro-chemical impedance data.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","PyBaMM","PyBaMM - Fast and flexible physics-based battery models in Python.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","ENNOID","ENNOID-BMS - Open Source: Modular BMS based on LTC68XX & STM32 MCU for up to 400V EV battery pack.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","cellpy","cellpy - Extract and tweak data from electro-chemical tests of battery cells.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","prediction","prediction-of-battery-cycle - Data driven prediction of battery cycle life before capacity degradation.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","BatterySense","BatterySense - This is a simple Arduino library to monitor battery consumption of your battery powered projects, being LiPo, LiIon, NiCd or any other battery type, single or multiple cells: if it can power your Arduino you can monitor it.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","beep","beep - A set of tools designed to support Battery Evaluation and Early Prediction of cycle life corresponding to the research of the d3batt program and the Toyota Research Institute.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","snl","snl-quest - An open source, Python-based software application suite for energy storage simulation and analysis developed by Sandia National Laboratories.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","simses","simses - Software for techno-economic Simulation of Stationary Energy Storage Systems.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","CAEBAT OAS","CAEBAT OAS - A flexible, robust, and computationally scalable open-architecture framework that integrates multi-physics and multi- scale battery models.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","universal","universal-battery-database - The Universal Battery Database is an open source software for managing Lithium-ion cell data.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","open_BEA","open_BEA - Open Battery Models for Electrical Grid Applications.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","lp_opt","lp_opt - Linear Programming Optimization Tool for Battery Energy Storage Systems.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","SLIDE","SLIDE - SLIDE is a C++ code that simulates degradation of lithium ion cell.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","equiv","equiv-circ-model - An equivalent circuit model for a battery cell, module, and pack.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","long","long-live-the-battery - Predicting total battery cycle life time with machine learning.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","ISEAFramework","ISEAFramework - Allows coupled electrical-thermal simulations of single storage systems (e.g. lithium ion batteries or double layer capacitors) or complete storage system packs.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","Ampere","Ampere - Advanced Model Package for ElectRochemical Experiments.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","StorageVET","StorageVET - A valuation model for analysis of energy storage technologies and some other energy resources paired with storage.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","offgridsystems","offgridsystems - Data sheet and assembly manual, component data sheets, busbars and files needed to build no-weld wireless BMS DKblock style battery packs.","","","","","","","","","","",""
"Energy Storage¶","Battery¶","3d_milp","3d_milp - Energy Arbitrage Optimization With Battery Storage.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","RTE+RRTMGP","RTE+RRTMGP - A set of codes for computing radiative fluxes in planetary atmospheres.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","pyglow","pyglow - A Python module that wraps several upper atmosphere climatological models written in FORTRAN.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","OasisPiWind","OasisPiWind - PiWind is a wind storm model for a small area of the UK.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","Massive","Massive-Parallel Trajectory Calculations - A Lagrangian particle dispersion model for the analysis of atmospheric transport processes in the free troposphere and stratosphere.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","ICAR","ICAR - A simplified atmospheric model designed primarily for climate downscaling, atmospheric sensitivity tests, and hopefully educational uses.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","LBLRTM","LBLRTM - Line-By-Line Radiative Transfer Model is an accurate and efficient line-by-line radiative transfer model derived from the Fast Atmospheric Signature Code.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","splitr","splitr - We can determine, from one or more receptor sites, where arriving air masses originated.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","PyCHAM","PyCHAM - CHemistry with Aerosol Microphysics in Python box model for Windows, Linux and Mac.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","maja","maja - An atmospheric correction and cloud screening software.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","Mission Support System","Mission Support System - The purpose is to have a tool that simplifies the process for planning a scientific flight in which parameters of the atmosphere are measured.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","MiMA","MiMA - Model of an idealized Moist Atmosphere: Intermediate-complexity General Circulation Model with full radiation.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","lowtran","lowtran - Atmospheric absorption extinction, scatter and irradiance model in Python and Matlab.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","Elefridge.jl","Elefridge.jl - Compressing atmospheric data into its real information.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","MetPy","MetPy - A collection of tools in Python for reading, visualizing and performing calculations with weather data.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","Isca","Isca - A framework for the idealized modeling of the global circulation of planetary atmospheres at varying levels of complexity and realism.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","FluxEngine","FluxEngine - An open source atmosphere ocean gas flux data processing toolbox.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","eeweather","eeweather - Fetch NCDC ISD, TMY3, or CZ2010 weather data that corresponds to ZIP Code Tabulation Areas or Latitude/Longitude.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","GRAL","GRAL - Provides a CFD model for the flow calculation around buildings or micrsocale terrain structures.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","Chemical Lagrangian Model of the Stratosphere","Chemical Lagrangian Model of the Stratosphere - A world leader in simulating exchange processes in the atmosphere across transport barriers such as stratosphere-troposphere exchange.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","GEOS","GEOS-Chem - Advance understanding of human and natural influences on the environment through a comprehensive, state-of-the-science, readily accessible global model of atmospheric composition.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","mHM","mHM - The mesoscale Hydrological Model.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","PyBox","PyBox - A Python based box-model generator and simulator designed for atmospheric chemistry and aerosol studies.","","","","","","","","","","",""
"Biosphere¶","Atmosphere¶","SCREAM","SCREAM - A global atmosphere model targeted towards 3 km (""cloud resolving"") resolution.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","Open Energy Platform","Open Energy Platform - Aims to ensure quality, transparency and reproducibility in energy system research. It is a collection of various tools and information and that help working with energy-related data.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","PyPSA","PyPSA - A free software toolbox for simulating and optimizing modern power systems that include features such as conventional generators with unit commitment, variable wind and solar generation, storage units, coupling to other energy sectors, and mixed alternating and direct current networks.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","oemof","oemof - Open Energy Modeling Framework - A Python toolbox for energy system modeling and optimization. A community driven, modular, flexible and generic software project.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","pyGRETA","pyGRETA - Python Generator of Renewable Time Series and mAps: a tool that generates high-resolution potential maps and time series for user-defined regions within the globe.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","RESKit","RESKit - A toolkit to help generate renewable energy generation time series for energy systems analysis.","","","","","","","","","","",""
